Pre Escola(publico),Fundamental e Medio (publico),Graduacao e Pos (publico),Pre Escola (particular),Fundamental e Medio (particular),Graduacao e Pos (particular),Medio comp e Sup incomp (+25),Superior completo (+25)
11399.4312,45154.36939,1518.868963,1861.679762,3683.746181,6229.806397,42043544.0,11450.91158
168.2598925,867.359071,69.95971821,0.0,10.4361145,80.27005859,255.7072019,159.0587238
11594.04013,53648.05867,1247.895894,1784.714093,3945.47105,5675.669033,48985.96606,12741.36673
390.4156002,1761.678328,75.53054482,0.0,51.76684723,171.4811089,1362.211501,562.5801392
574.174828,2257.821775,101.4012242,112.249689,162.5440979,231.2899851,1232.634242,592.5811149
11665.03093,47809.6585,2233.318427,3103.056709,5943.479651,9105.56092,43730.88425,15970.12915
238.5387081,1089.289685,24.28248757,0.0,29.04158086,101.5505357,730.0511654,231.8767448
725.1612204,1782.261322,51.60756781,10.71222153,76.41311101,125.5799127,986.8121246,464.5132333
209.3071103,1117.351264,24.08791887,0.0,56.77178898,99.40690188,446.5993555,291.045929
145.0350218,841.7274006,53.38014582,0.0,47.14977828,107.650598,693.5750359,353.3844967
1063.30321,3153.83596,112.1736598,185.796381,480.363512,437.507514,2660.816244,1400.33161
934.1650148,3146.072436,166.6648329,187.933689,379.332613,562.8963306,3312.941243,1450.774425
416.7770475,1700.011916,21.42503039,6.1745735,24.5518594,97.62713842,597.8518361,192.1789995
513.6088328,2236.979422,69.34139354,91.56048083,167.7296961,205.1745827,1428.934692,765.5465121
147.0562069,480.2588208,4.67556196,2.48384589,35.29060998,100.618937,291.8603863,69.0995337
1965.293063,8800.267182,653.5932316,369.384442,1099.124037,867.2791916,7875.928235,3659.493662
987.333029,4624.324227,174.8754675,158.5273791,482.7341353,215.2821296,2344.44807,1001.194486
260.2222989,1149.362049,18.04566976,11.73316652,27.25270086,22.31003642,472.7942177,69.29248549
236.7901612,1371.728111,28.39334422,0.0,24.98457519,126.3904309,875.2148181,207.9642755
768.3679967,2508.121189,99.82899322,4.53745438,48.77210266,338.9903318,1767.563738,394.0805381
4490.475985,17714.62804,940.6376414,877.4224953,2712.689316,2571.775373,16026.19528,6528.538661
10726.94918,43648.63773,1750.246225,3553.906031,9787.731092,12791.87926,57342.30065,28874.09183
234.9034815,1078.029166,16.19277157,0.0,3.63461909,53.86345349,335.3741312,87.24919304
1007.487945,3970.109719,128.2065729,71.52387439,323.2343069,414.8021882,3027.260714,868.355987
344.8426631,1487.151888,36.70095322,9.2565592,50.13266007,226.2616148,999.6621668,461.2519964
1790.121132,5159.266216,171.9149924,383.4549419,887.2003315,845.5740978,5300.252688,2833.513861
116.5989457,464.532856,6.04346667,16.46405889,47.25264168,57.09679123,250.9914694,101.1111269
91.02270837,437.9783848,0.0,0.0,0.0,41.75909183,354.0480942,40.03902411
298.8657853,1407.849567,87.97086566,0.0,59.65407268,202.3487333,1070.497298,479.6014534
58.5282139,341.5610749,0.0,2.38094666,3.66984629,25.36432803,185.5669056,45.16004254
1537.85704,5988.779882,193.9547466,414.0218995,1489.486131,1321.595523,7158.091205,3612.669937
176.9980517,910.3834695,27.98536015,4.3981366,54.76550066,157.8812881,774.8589336,254.9872196
169.4738629,1014.738269,10.71200684,0.0,12.84743743,102.0934313,771.0872661,228.0414321
1824.194381,8473.694219,500.1466854,501.5691187,1466.430136,1432.667386,9546.293126,7045.089371
359.5327746,1597.854749,113.3777408,108.4615243,239.5065407,413.6523306,2113.808057,1361.725092
109.6013526,273.4265717,5.10697193,0.0,13.39490083,69.21199862,267.0703814,134.6295104
80.15602528,253.6721666,6.97196076,0.0,17.49508521,78.88275353,164.6159769,165.9722918
342.2034072,1034.506749,13.14985443,0.0,14.0911434,81.98447379,534.1944009,103.8650739
4126.916906,16757.91005,343.6736385,486.5159941,1338.598914,1340.038031,11816.11404,4878.695525
170.7627096,806.3821145,14.84012289,0.0,11.81136491,117.4096991,489.3881635,173.0656165
305.9331325,1601.783713,52.31127707,0.0,38.0598664,219.8559453,1054.653479,592.4082847
63.06472243,279.9471295,6.0489653,0.0,2.21373969,20.29855164,214.852526,32.86596439
318.4170202,1307.493532,56.33186865,40.59588381,109.5445567,282.31594,1190.395857,598.5494123
105.1060627,156.0497302,4.55560251,0.0,4.89064022,25.52033659,174.5962064,66.77988309
382.138872,1707.733406,30.88977428,0.0,194.4264367,317.1363353,1795.855069,580.1049932
510.6062114,1715.189015,54.10483445,22.70461802,67.6740341,226.1047847,1427.538665,490.4521926
3912.537841,13864.65771,1366.83094,1709.683387,4750.140233,5074.232955,19256.04542,14823.09897
711.682405,3275.265781,58.11178896,132.7602992,522.050657,599.2144306,3261.365446,1032.357383
355.2718812,1583.679459,2.47283157,3.51089746,58.2988771,136.813412,910.7504495,244.2596406
1594.123439,6606.236921,227.8527936,199.7606828,741.3899371,757.7135167,4126.758847,2007.910588
1810.074757,7964.364767,208.999616,626.9680301,1016.428387,1079.369592,6285.955052,2851.085827
5184.110182,19470.10377,581.3900293,530.0083392,1708.963596,3033.453765,15562.00572,3099.425159
498.7479307,1813.260378,57.42444252,11.6933918,187.3058933,182.7144966,1655.494439,660.9852665
2311.01061,9296.929655,844.1542843,750.4161027,3171.229619,2403.755723,11489.37285,8360.101134
816.1278704,2746.155465,65.68847971,128.6469835,433.6454301,658.1814365,1974.356466,966.8591101
305.6135548,1094.67386,29.96036956,14.36054201,81.36352591,176.8574157,923.7779746,246.6717903
59.34028375,265.3651378,16.28255487,0.0,12.29107713,26.9186907,229.2364926,64.62486225
5469.424982,19089.57068,657.600624,899.8554453,1987.983862,3019.981657,21416.85201,5387.290156
3113.86685,11349.7749,366.249889,695.6538325,2212.276594,3377.791446,14160.19803,8833.22195
89.24739453,346.6170926,0.0,7.21241513,29.61250692,53.27121619,365.4692235,113.1579093
